TweetDate,TweetText
"2020-05-03 13:49:17+00:00","minat Vivy tapi tak sokong dUCk ." 
"2020-05-03 08:19:30+00:00","Kih kih kih kih Budak ni legit betol.... epic! Kalah berita dUck Vivy ciplak design org " 
"2020-05-03 06:56:49+00:00","Duck vivy tu kena kira sekali kee?" 
"2020-05-03 00:37:31+00:00","Duck kena boikot lgi .. hbis lah vivy yusof " 
"2020-05-02 18:36:58+00:00","dUCk punya design yang baru keluar ni tak berapa cantik la, tak macam yang biasa Vivy buat. Harap2 Vivy buat la design mcm yg lepas2, semua cantik-cantik. Tak sampai 5 minit semua collection dah habis dekat website " 
"2020-05-02 16:56:18+00:00","Duck duck vivy ni" 
"2020-05-02 15:08:34+00:00","Ni kalau vivy jual brand duck confirm rm200++++ " 
"2020-05-02 14:40:24+00:00","Hahahahaha! Hate u Vivy duck!" 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-05-02 12:33:39+00:00","vivy duck prive baekhyun in the same sentence.... " 
"2020-05-02 10:34:29+00:00","vivy the duck" 
"2020-05-02 06:43:33+00:00","Tapi kalau dh banyak kali kes duck tiru..kenapa tak tanya team kreatif dia.. i mean vivy should tanya and kalau boleh ambil tindakan la kat team kreatif dia bukan salahkan orang lain. I rasa la." 
"2020-05-01 21:59:36+00:00","The vivy duck girl fits somewhere in there too" 
"2020-05-01 18:01:50+00:00","Eee angin je dengan kes vivy ni. Tak habis habis buat orang. Dari zaman kak iman lagi. Huhh. Duck la sangat" 
"2020-05-01 17:31:26+00:00","From now on i dah tak minat vivy and duck! Lol! " 
"2020-05-01 16:14:59+00:00","Never understood how people are willing to spend so much on their ltd edition scarves. Even tho I can afford the price, I can and will never pay more than $100 for a scarf. That's just absurd. Tapi byk je supporters dUCk ni kan, thats why Vivy will never be affected by all these" 
"2020-05-01 15:07:03+00:00","Zarina Anjoulie dah comment pasal Duck Vivy guys. Pergi IG dia sekarang " 
"2020-05-01 13:17:18+00:00",". Alicia membuka, "Jadi adakah kita semua model akan tetap bersatu padu dengan @sleepyllama dan tidak bekerja dengan Vivy dan dUCk Groups atau nah?" Dia kemudian melanjutkan dengan mem-posting semula foto kedua-dua reka bentuk masa lalu Nia dan kol… https://instagr.am/p/B_pSzivnE_Z/" 
"2020-05-01 13:13:14+00:00","Klau bukan sebab netizen,aku tak pernah tahu natang sape Vivy Yusof,ust abu Syafiq,duck,coki² dan yang sewaktu dengannya" 
"2020-05-01 10:09:22+00:00","7. Nia, in turn, responds to Vivy Yusof. She reminds everyone that she does not claim the designs are exactly the same, just similar. She also mentions the multiple accusations that dUCk has faced about designs that were “copied/inspired by” &amp; puts the design team on blast. " 
"2020-05-01 09:57:57+00:00","1. dUCk owner,Vivy Yusof released the brands latest “The Artsy dUCk” which features delicate paint-like prints &amp; splotches in eight different designs/colours. However, after she posted the campaign photo on her Instagram, model Sleepylllama’s comment on the photo raised eyebrows. " 
"2020-05-01 09:47:22+00:00","I have concluded that, no matter what Vivy does with her dUck collection, all her fanbase wants is good material from their scarves, doesn’t fucking matter if it’s plagiarised, or even a collaboration with Donald Trump, because all they fucking care about is the material. Smh" 
"2020-05-01 07:03:06+00:00","Sbb logo BNM ad bulat2 sama mcm tudung duck vivy. Vivy plagiat design dlm logo bnm." 
"2020-05-01 07:00:32+00:00","Sebenarnya BNM tak salah dlm isu ini. Vivy yusof sbnrnya yg salah. Kalau bkn sebab duck dia, benda ni takkan berlaku." 
"2020-05-01 03:41:26+00:00","Hek eleh korang. Kata nak boikot vivy adgaf Produk DuCk. Ni apa citer ?? " 
"2020-04-30 23:02:24+00:00","I thought this is an account to roast duck stuffs from vivy " 
"2020-04-30 22:24:10+00:00","Wuu vivy vivy and vivy everywhere goodbye vivy (not a fashionvalet or dUck fans) " 
"2020-04-30 21:49:33+00:00","sorry la tapi tadi masa sahur terfikir, dengan issue duck/vivy ni kan agak agak miss hafiza terkesan ke tak sksksksksks" 
"2020-04-30 20:01:45+00:00","Vivy ni takpernah mengaku salah mntk maaf pun still pointing others jugak, hmmmm sibbaik prnah beli skali je duck. Beli mahal tp tudung tk on point, terus aku tk beli dah. Skaksksksk bazir duit aku" 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-30 18:17:47+00:00","I dan unfollow vivy, duck dengan fashion valet anda bila lagi?" 
"2020-04-30 17:27:49+00:00","(3) RT iamLiyaNashita: Dah. Dari dulu memang tak berkenan dgn FV / Duck brand. Not a drop of originality in the brand. Good job vivy yusof for…" 
"2020-04-30 14:58:08+00:00","coki duck mika vivy zayn" 
"2020-04-30 14:09:53+00:00","Anak dUck vivy mandi dalam kolam Tiru apa vivy tiru design orang" 
"2020-04-30 12:09:44+00:00","Alicia Amin Urges Models To Boycott Vivy Yusof’s dUCk Company https://hype.my/2020/187303/alicia-amin-urges-models-to-boycott-vivy-yusofs-duck-company/ via @hypemy Kesian pulak tengok Vivy ni..@nyonyacyber tlg la iye jgn kecam dia lg,kesian weii tgk dia" 
"2020-04-30 12:05:09+00:00","HIDE THIS BEFORE VIVY AND DUCK GROUP STEAL IT!!!! " 
"2020-04-30 11:58:33+00:00","Was never a supporter of Duck. There is just something about Vivy that makes me feel weird. " 
"2020-04-30 11:03:35+00:00","i remember seeing vivy's video where she was so heartbroken finding out that there are people supporting or buying fake duck products, all the hardwork they did and other people just copy like that. i honestly admired her but now idek what to feel " 
"2020-04-30 10:56:56+00:00","tu vivy yusof dUck tu kan hawauuuu" 
"2020-04-30 10:40:43+00:00","maybe fake duck tu balasan untuk vivy? " 
"2020-04-30 09:46:36+00:00","Mum wears hijab and all-boys siblings is here. Untuk diri sendiri dah jadi tak cute pulak kang. Haha I bookmarked this for future usage. You make beautiful and creative crafts, do keep coming with more! Block Vivy Yusof and dUck cus yknow, just in case " 
"2020-04-30 08:46:06+00:00","Design product duck sama dengan design product yang sleepylllama pernah launch. Tak silap aku la. Kira vivy ciplak design orang pastu tukar sikit sikit. Tapi konsep dia sama. Pastu, buat photoshoot pun sama konsep. Tukar sikit je. Gitu la" 
"2020-04-30 08:17:04+00:00","Kalau Vivy Yusof buat songkok Duck baru aku masuk campur." 
"2020-04-30 07:20:19+00:00","Kali ini Vivy Yusof dikritik lagi gara gara dikatakan ambil idea orang untuk keluaran baru duck. Akhirnya ini yang terjadi buat warganet terkedu. https://berita-1dunia.blogspot.com/2020/04/kali-ini-vivy-yusof-dikritik-lagi-gara.html" 
"2020-04-30 07:16:21+00:00","Kali ini Vivy Yusof dikritik lagi gara gara dikatakan ambil idea orang untuk keluaran baru duck. Akhirnya ini yang terjadi buat warganet terkedu. https://bulletinmedia.blogspot.com/2020/04/kali-ini-vivy-yusof-dikritik-lagi-gara.html#.Xqp7PVkDCXk.twitter" 
"2020-04-30 06:48:05+00:00","Hm...Qi Razali berang apabila rekaan dan konsep jenama tudung hasil usaha keras kekasihnya, Nia Atasha ditiru oleh jenama tudung terkenal milik usahawan Vivy Yusof iaitu dUCk. " 
"2020-04-30 06:15:18+00:00","#AWATNINews [HIBURAN] ‘Sampai bila kita semua nak tengok drama dia?’ Kantoi koleksi Artsy dUCk ‘menyerupai’ jenama lain, netizen desak ikon fesyen Vivy Yusof ikut jejak langkah mogul solekan antarabangsa Jeffree Star ‘padam, pecat dan minta maaf’ susulan tuduhan ciplak. " 
"2020-04-30 05:16:41+00:00","Remind me of her youtube video which is “Unboxing Fake dUCks | Vivy Yusof” .... " 
"2020-04-30 05:15:31+00:00","I read a bit about this dUCk and vivy yusof drama thingy. All I can say is that dUCk scarves, your sales is gonna plummet real bad yo." 
"2020-04-30 05:14:27+00:00","Cara nk sakit kan hati vivy beli je tudung duck copy ori dtg store FV. Lolololololll make sure beli yg manik bentuk duck besar2 hahahah" 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-30 04:59:46+00:00","I'll be back when my tl teda sda psl zayn&gigi/duck/vivy cause all the post literally are the SAMEEEE boring budu tgk yg sma seja " 
"2020-04-30 03:38:21+00:00","drama 7pm season 2 - Vivy - Bella Astillah - Gigi hadid - Duck - Coki " 
"2020-04-30 02:49:40+00:00","He asked siapa curi. Isu Vivy the dUCK owner tengah panas kantoi curi indie artists concept and made it her own. Cant be a coincidence " 
"2020-04-30 01:53:16+00:00","pasal ada satu macai duck yg betul2 heart fans dengan vivy.................." 
"2020-04-30 01:03:09+00:00","aku sampai jual la duck frozen aku kes vivy haritu " 
"2020-04-30 00:49:01+00:00","Kes Vivy Duck ni, dia tiru konsep kan? Is it protected under intellectual property? I dont think so. Tak belajar pulak subjek design ni." 
"2020-04-29 23:08:57+00:00","Vivy yusuf ni sapa? Duck ni apa pulak? Bukan itik ka??" 
"2020-04-29 23:01:58+00:00","Jst watched a video of vivy yusof unboxing fake dUCks i am so annoyed " 
"2020-04-29 22:57:17+00:00","Mak Itik still ducking ard her shitty unethical biz strategy. - Vivy Yusof’s dUCk Scarves Collection Accused Of Plagiarising Local Brand #vivyyusof https://hype.my/2020/187229/vivy-yusofs-duck-scarves-collection-accused-of-plagiarising-local-brand/ via @hypemy" 
"2020-04-29 22:18:16+00:00","Baru sekarang ke duck nk tolong orphanage? Selama ni pa cita HAHAH I WONDER!? FCK VIVY BIJCHES" 
"2020-04-29 22:13:53+00:00","Duck you! Vivy Yusof " 
"2020-04-29 22:11:07+00:00","Mcm mana nak block tweet yg ada keluar perkataan vivy &amp; duck. Bosan ahh baca tak habis2. Dari dulu mmg tak pernah minat" 
"2020-04-29 21:24:44+00:00","Isu Vivy and duck tak habis lagi guys.. Tak juga sokong tapi tak juga membantah ape yg netizen cakapkan.. Tp dimata aku yg selalu bermain dgn camera, mmg nampak ketara la diorg meniru sebab kalau kita padam muka model, mmg automatik kita akan nampak theme tu dari brand yg sama " 
"2020-04-29 21:14:17+00:00","Pkp really shows how stupid vivy and penjilat dUck." 
"2020-04-29 20:52:28+00:00","ya Allah, berikanlah aku kekuatan untuk uninstall FV dan unfollow Vivy and Duck " 
"2020-04-29 20:36:56+00:00","Duck n vivy ke tu" 
"2020-04-29 20:32:33+00:00","wew, intellectual malaysians that never supported duck nor vivy- where you at?" 
"2020-04-29 19:49:16+00:00","Walaupun aku ni bukan penggemar tudung branded harga ratus ratis ni.. Based on apa yg aku nampak.. Better ko beli tudung neelofar tu banding duck ni.. Apa sngt la ko pndang budak vivy tu.. Mmg la bnyk duit.. Bkerjaya.. Tp adab pmikiran bg aku kelaut dalam ye.. So totally no no.." 
"2020-04-29 19:40:54+00:00","Since dia keluar kat astro ria love vivy ingt artis/pelakon/penanyi mana td. Tak kenal langsung. Gigih google. Baca ttg dia lagi lah sis tak kenal . Jenama dUCk? " 
"2020-04-29 18:24:18+00:00","Lecturer tu tk tngk pn kasut ape pkai haritu tpi nk dUCk scarve bundle yg Vivy pkai je baru la semangat balik nk jadi dUCkies em " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-29 17:50:42+00:00","Hahhaa teringat tgk video vivy marah gila pasal fake duck vietnam Kau pon fake jugak @vivy yusof" 
"2020-04-29 17:49:30+00:00","something illegal???? ko hengat Allah pandang ke semua tu like ya Allah hari ni solat zohor aku pakai telekung duck jadi berkati lah solat aku lol vivy what a comedian you are today " 
"2020-04-29 17:28:02+00:00","Level vivy! Fu*k vivy dan tudung duck dia. Hshhsshs" 
"2020-04-29 17:08:33+00:00","tbh i think duck is sooo popular bcs of vivy jer. dulu shes the “role model” for women out there. tapi bila her true colors came out (numerous times), of course ppl not gonna buy her product lagi, no?" 
"2020-04-29 17:07:27+00:00","Alaa kesian Vivy Yusuf tak abis2 kena attack!!founder skrg ni dah xde originality,semua pun main copy paste je..yg membezakan cara diorg mix and match,adjust sana sini supaya tak obvious..malangnye creative team duCk x observe and learn!!" 
"2020-04-29 17:03:57+00:00","my tl rn : coki vivy coki duck daddy jongdae coki mini chen coki coki and exol being AUNTIESSS" 
"2020-04-29 16:53:47+00:00","Last2 dekat jam 1 jgk sbb stalk IG vivy kena bash..tp nmpk komen2 mcm sudah kena delete..sbb tuh kata ari tuh mohon maaf ada sbb..sbb takut sale raya xjalan..sekali kantoi kes lain.. please don't reply if you are a duck bitch..thank you.." 
"2020-04-29 16:33:29+00:00","My take on the most recent Duck Controversy https://fiftytwofourteen.blogspot.com/2020/04/the-duck-is-back-at-it-again.html #duck #controversy #scarvesscandals #vivy" 
"2020-04-29 16:32:47+00:00","vivy ni buat hal lagi. tu pun ada orang nak gila support lagi nasib lah I takpernah tahu pasal dUck tu. tahu anak itik tokwi mandi dalam kolam je" 
"2020-04-29 16:26:20+00:00","Agak2 Fadza marah tak Vivy. Disebabkan duck, fv terkena sekali?" 
"2020-04-29 16:20:28+00:00","Dia tiru local design untuk tudung dia. While the local design tu siap letak tudung kat fashion valet but vivy ada audacity untuk tiru the same pattern and sold under duck" 
"2020-04-29 16:05:57+00:00","Duck tak kan takde PR? semua benda vivy bg statement. ke mmg PR dia bg cadangan suruh came up with that statement." 
"2020-04-29 15:58:26+00:00","Who is Vivy? what is Duck? Is this some kind of Disney cartoon movie or what? LOL " 
"2020-04-29 15:55:55+00:00","Instead of buy vivy’s dUck collection for donation baik aku donate dekat Kkm terus. Bagi terus kat rumah anak yatim ke. Aku pun anak yatim why bother to use anak yatim as an excuse after get accused. Ongkayo macam vivy is totally bullshit. Yang still support her ni eat her shit. " 
"2020-04-29 15:55:50+00:00","Vivy is cancelled. Taknak dah beli tudung dUck " 
"2020-04-29 15:39:29+00:00","Ok, I'm muting Vivy, duck, or whatsoever since this is holy month, mari lah kita menjauhkan diri dari segala kata2 mencaci mencerca memaki hamun orang lain. Jaga lah lidah dan hati di bulan mulia ini. Kang sia2 puasa, pahala kosong." 
"2020-04-29 15:31:28+00:00","Alaaa kdg2 vivy bukan tau pon. Org2 die buat keje &amp; present. Pastuh vivy pon mcm kite cuba &amp; buat lg menarik kaaan. Thts why selalu duck mmg menang sbb die buat mmg paling ohsem laa. Ehh kite bukan backup vivy tau hehehe. Tapi reality yes mmg terbaik kan. Cuma tak mampu nk beli" 
"2020-04-29 15:26:37+00:00","duck dh jatuh standard, comfirm harga pun jatuh lepas ni.. if vivy apologize and tarik balik design tu mesti org ok jee." 
"2020-04-29 15:17:26+00:00","People will act “sampah” when she have a lot of money. Entah la makin lama makin muak la ngan vivy ni. And for sure iam so blessed sebab takpernah ada collection dUCk " 
"2020-04-29 14:49:55+00:00","along ajak beli anak tudung duck dari vietnam. tpi eyuww no no . boikot vivy. dan brg ciplak dia skali aku xnk " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-29 14:41:36+00:00","Sejak isu vivy ni bermula, saya dah decide untuk freehair. No more duck." 
"2020-04-29 14:34:46+00:00","Vivy and her workers act hurts back then when some people made those fake duck out of their HARd wORk but eventually copied someone’s else work and pretended like they’re the victim and hurts for being accused when it’s the facts. Who’s the real drama queen of Malaysia? Vivy. " 
"2020-04-29 13:51:28+00:00","NAK MUTE NAMA VIVY NAMA DUCK SEMUA! BISINGGGGG" 
"2020-04-29 13:29:35+00:00","those yg kata ppl say bad things abt vivy online but still buy her things tu, GURL. MANA ADA ORANG MACAM TU? YG SAY BAD THINGS TU MMG DH BOYCOTT LA CITER DIA, GILA APA NK CKP BURUK TP STILL BELI BRG DIA? Yg beli barang ducks ni semua supporters tegar dia je, or yang taktau pape" 
"2020-04-29 13:24:47+00:00","Harini punya tl boring dah. Zayn gigi coki duck vivy" 
"2020-04-29 13:17:01+00:00","even teme commented about this hahaha gg vivy duck " 
"2020-04-29 13:12:15+00:00","Vivy terduck duck kertuw? " 
"2020-04-29 12:57:42+00:00","Dari atas sampai bawah pasal dUck si vivy ah stress, next please " 
"2020-04-29 12:47:30+00:00","Wearing duck now has quickly escalated from becoming a sign of “pretentious luxurious havehave item to own” to a sign of “bodohnya u pakai duck support vivy ciplak art” no one is gonna get caught dead wearing from now onwards " 
"2020-04-29 12:22:58+00:00","My timeline right now Coki Duck Coki Zayn Malik Gigi Hadid Coki Vivy Coki" 
"2020-04-29 12:14:54+00:00","kalau vivy buat duck..ko buat la COW pudyn..Lg sedap PuCow" 
"2020-04-29 12:14:33+00:00","den rasa scarf duck yang baru tu tak laku bukan sebab netizen boikot vivy, sebab memang design tu tak cantik " 
"2020-04-29 12:08:10+00:00","Yups. Dia satu geng pakai duck. Tp ad lg sorg ni pakai duck jugak. Tkde laa dia nak beria. Yg beria sekumpulan ni je. Siap ckp laa dorg bg sokongan penuh kt vivy klu nak saman netizen. " 
"2020-04-29 12:07:12+00:00","TF Vivy Yusof. Why is she still valid? I thought you guys already cancel her? Mana those duck-maniac tu? Your so called as "duck" is now fuxked." 
"2020-04-29 11:53:22+00:00","Vivy dah tak relevant and sape masih beli dUck mental illness" 
"2020-04-29 11:50:55+00:00","Tudung wifi, vivy tak nak buat ke design ni untuk duck? " 
"2020-04-29 11:19:51+00:00","Dah alang2 ada penjara khas ni, apa kata pdrm tangkap juga pelanggan2 duck yang masih aktif membeli product vivy." 
"2020-04-29 11:18:47+00:00","Has Vivy Yusof's dUCk been plagiarising designs by local brands? " 
"2020-04-29 11:18:20+00:00","Selamat berbuka geng kecuali vivyduck" 
"2020-04-29 10:54:13+00:00","The power of dUCk gais. Mana yang nak boikot duck ni semua ? Tengok ig vivy still naik je followers" 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-29 10:18:18+00:00","my pov, rasanya kalau vivy buat competition utk freelancer atau pengkarya seni bagi design2 baru utk shawls duck tu pun nice jugak. macam vans buat so that FV dapat idea lebih fresh and boleh pilih mana yg cantik. Sapa menang design dia di print and dpt royalty pun best tu " 
"2020-04-29 10:16:31+00:00","i cant believe ppl startin to quote and posting jeffree star’s videos on this whole vivy yusof’s duck fiasco but still shits on the lgbtq+" 
"2020-04-29 10:15:54+00:00","Jangan terkejut lah, sebelum ni pun pernah kecoh kan pasal brand tudung menta dUck ni copy design orang. Tak silap aku banyak kes curi design brand dUck ni. TAPI ADA LAGI BUAT BUAT TERKEJUT. WHY VIVY WHYYYYYY YMCB!!!" 
"2020-04-29 10:13:59+00:00","I know this is wrong but believe me dUck will make more sales from this trending issues because Vivy is actually sell her brand and her lifestyle, not solely the product. " 
"2020-04-29 10:04:31+00:00","Manusia yang still backup duck and vivy yusof. Sumpah bodo" 
"2020-04-29 10:02:17+00:00","An unapologetic thief is still a thief, Vivy. Duck off. " 
"2020-04-29 09:56:44+00:00","Not a fan of vivy or duck. But... hmm nevermind. " 
"2020-04-29 09:44:33+00:00","Tiap kali timbul isu duck/vivy mesti akan ada org yg baru nak start bye-bye. Korang memang still support dia ke selama ni? Lol " 
"2020-04-29 09:34:34+00:00","Vivy who? Duck who?" 
"2020-04-29 09:30:20+00:00","I dah lama cancel duck ni and idk why ppl are obsessed with Vivy. What did she do that makes you idolize her so much? I know human is not perfect but is she a good person to look up to? You can sense her high ego when she replied about this matter" 
"2020-04-29 09:22:03+00:00","Saing2 duck duck vivy " 
"2020-04-29 09:20:50+00:00","bodoh. quote tweet I pasal vivy yusof by saying I duck army padahal kau tak faham pun tweet tu. lepas tu kau delete tweet. bodoh." 
"2020-04-29 09:19:43+00:00","This is a new level or menunggang. Menunggang anak yatim. Vivy should rebrand dUck to dIck." 
"2020-04-29 09:16:55+00:00","Boo....copy cat again , duck again and vivy yusuf steal idea from #indie local brand.The facts is she not are creative designer.She graduated in Degree in law, School of economics ." 
"2020-04-29 09:15:54+00:00","Hey. I also hate what vivy has been doing. But im not that stupid to throw away my duck, because I still can wear those and it comes from my monehhhh. So yeah." 
"2020-04-29 09:08:06+00:00","Vivy tu tengok produk orang tak laki dia rembat la sbb nama “dUck” dia tu orang kenal" 
"2020-04-29 09:06:38+00:00","honestly Vivy was off since the beginning thank god i never bought anything from duck" 
"2020-04-29 09:05:41+00:00","Macam macam hal betul dUCk scarves ni tapi nnti esok lusa org lupa beli jgk tudung dia sebab quality best kot enth ak pon tk pernah merasa tudung dia tapi aku suka tgk vlog vivy " 
"2020-04-29 09:03:09+00:00","I think what vivy needs to do is stop being the face of duck. I mean, she's in every campaign. She can wear it all the time but being the face of your brand is quite risky. You are very prone to public scrutiny if things went wrong." 
"2020-04-29 08:51:22+00:00","I ada terbaca ada orang ni..... dia rasa vivy tu salah sebab tiru product sleepyillama tu tapi........ tau tak dia cakap apa... dia ckp she would still buying duck product sebab lawa.... sis... pekatnya bodo u..... " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-29 08:49:03+00:00","Guys, please know the difference between pattern and patent ya before you kecam anyone Secara mudahnya: Pattern - corak, motif atau design Patent - hak eksklusif yang diberikan kepada sesuatu rekacipta Please use it correctly, thank you! #duck #vivy" 
"2020-04-29 08:21:28+00:00","Finally, netizen walk the talk to boycott duck. Still not sold out, and vivy tak up ig stories orang add to cart " 
"2020-04-29 08:13:03+00:00","Hmmm minggu tok jak orang anok2 Vivy.. next week FashionValet/Duck keluar product baru orang yang nganok ya juak yang beli hahahaha" 
"2020-04-29 08:06:13+00:00","aku ada je a few of my friends yang support vivy tu. Welp, aku malas nak terlibat plus aku never supported duck in the first place lol" 
"2020-04-29 08:05:36+00:00","Tbh duck scarves kecoh sbb vivy sendiri klu dia tak buat hal sebelum ni nobody would care pun about what shes doing, ramai je org copy brand2 lain in terms of marketing" 
"2020-04-29 08:04:42+00:00","Again with vivy and duck drama????? Gurlllll let us chill in peace in this MCO situation!" 
"2020-04-29 07:53:50+00:00","Boring lah pasal vivy ni. Pattern arguments sama je, “i dont wanna argue but i wanna argue”. So duck off." 
"2020-04-29 07:45:50+00:00","ni mesti pasal nia dgn vivy kan? takda originality langsung tau duck ni haih" 
"2020-04-29 07:38:29+00:00","Bila vivy yusof trending mesti duck ikut trending sekali " 
"2020-04-29 07:37:24+00:00","Famous lah kalangan elit..mcm akk ni pki muaz cukup hpy dah.klu x viral pasal vivy ni.akk pun xthu dia tu siapa?n jenama duck kueekkk uweeekkk ni pun xthu wujud " 
"2020-04-29 07:33:32+00:00","Dulu Marah Orang Guna dUCK Tiruan, Kini Vivy Yusof Dihentam 'Ciplak' Idea Pula #VivyYusof #dUCK #ciplakidea Baca sini: https://bit.ly/3f2TEvq" 
"2020-04-29 07:29:11+00:00","Afifuu fithu radjufs vivy fiabdj duck" 
"2020-04-29 07:18:47+00:00","Aku ada beli byk brand utk satin silk and tk boleh lawan duck. Tkde nya org nk beli tdung tu lagi semata2 taksub kt vivy tu. Aku pun dh mnyampah, tp mmikirkan duck punya satin silk, aku tkleh move on brand lain " 
"2020-04-29 07:17:30+00:00","Semalam vivy dUck hari ni coki pula tl penuh diorang je " 
"2020-04-29 07:15:03+00:00","Bagi aku , Fashion Valet boleh naik lagi, tetapi tolong dengar rintihan customer yang kritik anda. Customer is your wealth. Takda customer, takda la Vivy takda Duck takda FV. Your Brand is good enough to fly high but please listen to the customer." 
"2020-04-29 07:13:32+00:00","berapa kali yall want to cancel vivy and boycott duck? action speak louder than words, stop following her then. I’ve done my part" 
"2020-04-29 07:08:44+00:00","i baru habis phase husnuzon dengan vivy but bila read bella's tweet i hurriedly went to trending tweets and omg seems like no more duck the whole life " 
"2020-04-29 07:07:37+00:00","What duck hell, Vivy terciduck lagi ?" 
"2020-04-29 07:07:32+00:00","Ini semua pengaruh je. Yg membeli rasa ‘glamour i beli duck.’ Org berduit akan nak tunjuk dia berduit and vivy dibesarkan dalam keluarga kaya mmg tau that for a fact. Dia x perlu usaha, semua spoonfeed." 
"2020-04-29 06:58:15+00:00","Followers 20 orang. haha lantak lah. Aku tetap nak berkongsi. So topik hangat hari ini adalah Fashion Valet / Duck / Vivy . So put aside cerita copy design, harga yahudi, vivy kapitalis. Hari ni aku nak share on business side and perspective." 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-29 06:52:23+00:00","Siapa yang beli edisi baru duck, nanti orang tegur “eh ni yang tudung vivy ciplak design tu kan?” haha" 
"2020-04-29 06:47:41+00:00"," how can you wear this fake duck and show it to the public, I'm really sad" - VIVY YUSOFF" 
"2020-04-29 06:35:55+00:00","keep boicotting duck and vivy yusof. Don't fall into the snare of the devil, in this holy month show that you're strong. https://twitter.com/umairaharis/status/1255177793140174848" 
"2020-04-29 06:24:07+00:00","Jap aku ada satu soalan ni: kalau pakai tudung dUck bawak pi solat, sah ke solat? Setahu barang² yg tiru/counterfeit ni tak sah mengikut kepada fatwa Ostajah Vivy" 
"2020-04-29 06:14:39+00:00","Jom support fake Duck ! Buat apa beli original mahal mahal punya. boooooo vivy boo!!!!" 
"2020-04-29 06:13:31+00:00","apa masalah vivy ni buat hal lagi duh spoil betul lah nak buat retail duck ni" 
"2020-04-29 05:43:11+00:00","Stop la beli products from dUck Bebal2 vivy bebal lagi orang yg dah tahu isu ni tapi masih beli barang dia." 
"2020-04-29 05:35:17+00:00","Menunggu Vivy Yusof buat video sedih nangis2 ayaq mata terkeluaq sikit dan dibackup oleh dUCk army. " 
"2020-04-29 05:35:04+00:00","vivy copied sleepylllama’s design from sonaru for the new duck collection. Harap settle la baik baik ya. " 
"2020-04-29 05:33:10+00:00","idk, kenapa still support vivy i mean support business dUck = support vivy lah kan heh" 
"2020-04-29 05:32:46+00:00","dari dulu lagi mmg tak berkenan dengan Duck ew , harga yahudi na mampos . ni dah la ciplak design org pastu blame org tu kata dia claim bagai . haha what a shame la vivy ! " 
"2020-04-29 05:31:04+00:00","Vivy? Duck? Why malaysian perlu terkejut. Macam tak biasa sksksksk" 
"2020-04-29 05:28:30+00:00","Vivy yusof is cancelled.. Duck is cancelled.." 
"2020-04-29 05:26:12+00:00","Vivy trending lagi, apa khabar peminat duck semua" 
"2020-04-29 05:19:26+00:00","Berapo belas kali si vivy ni nk trending? Esok2 duck dia sold out jugek." 
"2020-04-29 05:16:53+00:00","No more Duck, No more FV, No more Vivy. Byebyeee" 
"2020-04-29 05:16:06+00:00","The Vivy Yusof Solution : 1. Stop buying from dUck, FV, or anything associated to her 2. Don't burn the things you already bought from her. Dh lepas tu lepas, bazir je bakar/buang. If it infuriates u that much, donate. 3. Unfollow all socmed acc related to her 4. Ignore her" 
"2020-04-29 05:15:51+00:00","I guess I’m tired with the constant drama of Vivy Yusof. Bye Vivy, Duck and FVBazaar." 
"2020-04-29 05:08:41+00:00","Jom bersama kita boikot product Vivy &amp; Duck! Tiberrr hshshshs" 
"2020-04-29 05:07:00+00:00","Soooooo can we stop buying duck now since vivy is a problematic bitch " 
"2020-07-25 08:16:00+00:00","Kami gembira kerana Calmer® menolong beberapa orang menghidap tinnitus mereka. https://www.flareaudio.com/pages/calmer-life" 
"2020-04-29 05:06:13+00:00","Duck army atau kpop army yang keras-tegar-ultra ni, ada 2 sebab dia jadi begini: 1. Setiap kali tonton k-drama, dialah watak heroin yang sebenar. 2. Setiap kali pakai tudung duck, dialah Vivy Yusof yang sebenar. Dia berjaya melepasi tahap keasyikan delusi maha moksha." 
"2020-04-29 05:05:02+00:00","Sikit2 vivy viral boring nangga eh.. No wonder Duck nya famous.." 
