TweetText,TweetSentiment
Realme Targetkan 1 Juta Pengguna Ponsel 5G di Indonesia https://t.co/BQB9nqsN3L,neutral
Tutorial cara mengikhlaskan dong .....,negative
Baru kita tahu siapa naga sebenarnya sekarang,negative
Btw aku bukan orang kelantan,neutral
Yo la tu... Lubang pagi tadi &amp; semalam sape punyo keje Bukan keje sepek?,negative
"If Anda positive covid19. JGN tunggu KKM contact utk next step. Kes terlalu banyak setiap hari. Terus walk in ke CAC berhampiran. SEREMBAN people, pls WAZE DEWAN ORANG RAMAI TAMAN TASIK JAYA. Bawa bersama result PCR. If RTK kena repeat PCR. @beritaseremban @SenawangTV",positive
Ubat sakit kepala tapi tak berkesan https://t.co/SPRYQzLDNF,neutral
"""Baginda berharap agar JKJABV mempercepat dan menambah bilangan dos vaksin untuk rakyat negeri Selangor. ""Baginda terkejut apabila disahkan oleh CITF sehingga 1 Jun, Selangor hanya menerima sejumlah 615,210 dos vaksin Covid-19, dan bukan 2.9 juta dos spt didakwa sebelum ini.",negative
"Dengkil, Puchong, Rawang tu area mana? Ok mai aku listkan Dengkil (Cybersouth - Casa Green dan Casa View) Puchong (area Taman Wawasan) Rawang (Area Bandar Country Homes dan Apartment Raya, Dahlia, Casaria)",neutral
DARAH BEKAM RASULULLAH SAW #jombekam #sihatdenganbekam #spabekamarrayyan https://t.co/totEgh0FLy,neutral
"Air Selangor ingin memaklumkan bahawa terdapat kejadian paip pecah di Jalan Kuari, Kuala Lumpur, pada jam, 4.00 petang, 9 Jun 2021. Klik disini untuk maklumat lanjut: https://t.co/jiOHn5567L #AirSelangor https://t.co/zTTsQZ9B8v",neutral
"MB Kedah ni jenis macamana pun tak tahu lah. Tak nak bagi air kepada Penang, sampai nak alih laluan sungai. Tapi bila nak makan, bila nak beli Ford Ranger, tahu pula nak cari dekat Penang. Muka tebal betul. Oh lupa.. Parti PAS..",negative
@puan_hanisah tgok ramai jgak pakai wallet lebih 5 thun haha,neutral
@yangbrutal Bleach then maintain je ngan anti brassy shampoo... Leh dpt warna grey,neutral
Nak tambah contect whatsapp PM kat nombor ni. +60138287625 Dikwan bottom Stay Kedah 25 tahun https://t.co/8fW0G7YGOm,neutral
cuman perlu jeli https://t.co/aUpDCOWBcQ,neutral
@RsSyahrul Semangat ranger hitam!,positive
Craving for Orange Marble Cake. Bismillah. @ Taman Uda Murni https://t.co/PgV7FoIsCJ,neutral
Nayan belly fat https://t.co/JEDu1iY7ps,neutral
@_wawaaaaa_ @roy_kacak ada eh orang panggil pj as putrajaya gak. i tot petaling jaya only,neutral
@AkoLoli @Info4_Milanisti msalahx dia nggk mau peronjang... msa iya mau gratis.. dia mau minta naik gji 2x lipat di https://t.co/a5UFqJ1wtc,negative
I dah berkenan 5 color satin silk mask ni jangan sampai i berkenan yang ke 6 &amp; ke 7 pulaaa https://t.co/yMzD3qyEB5,positive
"SEJIWA sudah mula! Saya akan memberi sumbangan FoodBank kepada 1,000 keluarga Muar dengan keperluan asas. Beras, telur, teh, biskut, kicap, mee, kopi, gula, tepung, susu, sardin. Selagi boleh bantu, saya bantu. #SEJIWA https://t.co/4El4Nahrlj",positive
"Rabu / 9 Jun 2021 / 28 Syawal 1442H 4:35ptg - Masuk waktu solat fardhu #Asar bagi Dungun, Kemaman &amp; kwsn yg sama wa https://t.co/mPrevZswTP",neutral
lagi satu keanehan si @nasaie11 ni. 1. tak iktiraf mana2 ulama (dia kata ulama ni berhala moden) 2. hanya iktiraf lantikan Allah Soalan: siapa yang dilantik Allah dan macam mana kita tahu dia dilantik Allah? Ada surat pekeliling? yang confirm hanyalah Nabi s.a.w https://t.co/o1V1c1jIcO https://t.co/tGmdqpoJEg,negative
Mantapppp,positive
Tanteknya rambuttt,positive
"tempat mekdi jadi lautan hijau, lokal yg lagi makan langsung disana: https://t.co/pVZgaSVK56",neutral
"Sangat membantu untuk orang kampung. Ni tak, kena pergi ke bandar or pekan untuk dicocok. Diorang dah tua susah nak https://t.co/z9XucfODDd",positive
Ada tak yang tengah cari lipgloss saya ada jual tau sekali dgn lipmatte dan lipcream murah murah je saya jual https://t.co/sil8r5jDYd,neutral
"Sementara itu, kemas kini di laman Instagram Istana Negara memaklumkan Yang di-Pertuan Agong berkenan menerima meng https://t.co/mvptMgfoQU",neutral
@im_urkinderjoy jempol,neutral
@muizbadrul1903 @Irham_HakimiMH Pahang pulak. Dah yang ramai ramai hentam kasa tuh? Beruk?,negative
"Saya bkn pakar soal ekonomi, pajak. Tapi saya konsisten verifikasi kebocoran pajak tambun dari transfer pricing. Angkanya indikasi di atas Rp 1.000 T setiap tahun. Logika waras: PPN diturunkan cukup 2-5% shg pada rela byr, resto2 tak boong perforator palsu, angka pungutan naik",negative
@lmahinasyon Miri,neutral
ke memang sengaja dia nak buat aku camni.,negative
"Unit Bergerak Vaksinasi COVID-19 beri manfaat kepada 50 penduduk Kampung Tanah Merah, Pedu yang terdiri daripada masyarakat Siam warga emas yang berusia lingkungan 50 hingga 86 tahun. Daftar untuk vaksinasi: https://t.co/3WuRY3b6hI #LindungDiriLindungSemua #KomunikasiKita https://t.co/TfMwbOFbMP",positive
Kawasan rumah aku. Ada sorang hamba tuhan dah meninggal 3 hari. Jiran baru sedar. Sbb bau busuk.. tegur la jiran sama eh.. time2 pkp nie,negative
Setiausaha politik Menteri Besar Kedah Muhammad Sanusi Md Noor pagi ini dilihat terus koyak berhubung dakwaan pel https://t.co/YL6tXYvDyd,negative
Selangor menteri besar Amirudin Shari says this is in addition to the Pakej Kita Selangor that he announced in January. #FMTNews https://t.co/ycpm6EkXWh,positive
"06 Jun 2021 | 25 Syawal 1442H Selamat Pagi | Suara Alam @ Bukit Ayer, Perlis PKP 3.0 | Duduk Rumah, Bersama Memutuskan Rantaian Covid-19. Kredit foto : Firdaus Mohamad #PerlisPermai #SelamatPagi #PKP #StayAtHome #Perlisku #Malaysia https://t.co/Tc4nxYpEZM",neutral
bebudak ni kalau tak dibendung makin menjadi lak main tiktok,negative
"#BerantasTuntasKSTPapua Jadi para separatis berbuat seperti itu untuk apa? Sedangkan pemerintah sudha mati-matian bangun Papua, dr mulai Jalan, jembatan, sampai SDM Papua. KST tak layak hidup di NKRI. Tangkap dalam keadaan Hidup atau mati https://t.co/rNsh6AYVkE",negative
Jangan sampai aku balik pahang curi pokok nenek dah la. Punyalah lawa.,neutral
@zarrinzainal tp bukan UNESCO biosphere reserve,neutral
Keadilan memang sukar nak buat. Terutama bila beristeri dua!,negative
@pittssuda Ni goodies yg anak saya dapat kat IDCC Shah Alam. Meriah! https://t.co/XJ5iOPu2Kz,positive
"Alm KH Hasyim Muzadi Di Indonesia itu Bukan Hanya Ada Kemiskinan, Tapi Proses Pemiskinan... #RezimBangkrut #RezimBangkrut https://t.co/2W3sIsBaRo",negative
Kerajaan Negeri akan berusaha dan menggembleng segala sumber demi memastikan semua penduduk Pulau Pinang segera memperoleh dos vaksin dalam tempoh baharu yang disasarkan. https://t.co/b41NuEtWJG https://t.co/GgfA1nrmJb,positive
Polis Daerah Dang Wangi menahan 32 individu termasuk empat penjawat awam menyertai private party di sebuah hotel https://t.co/wz42DJWOdN,neutral
@mdpking78 Iya broo tepatnya di Purwadadi - subang Itu alamat konveksi saya,neutral
KPK tetap kuat tanpa 75 orang anti NKRI https://t.co/q3AIwlobDz,positive
"@afztlhsna Inilah KI yg dulu, lincah gelecek atas padang",positive
Perempuan nie dia marah kejap jaa.. kalau kena dengan pujuknya dia akan okay juga.. #rinduawakseparuhnyawa,positive
"@filthywxore mana ada, ini tuh es batu cinta dari ak",positive
Ada kartel minyak masak?,neutral
Bagi fair time nak claim final. Kadang-kadang job dia kena tunggu siap semua baru dpt claim. Jaga-jaga time kat sin https://t.co/HuiOtQjN4m,neutral
Peruntukkan Parlimen Muar dah lama kena tarik. Putera Istana Tanah Ujung tak berhenti hentam si Syed Saddiq.. Tapi https://t.co/10nDsXqaHp,negative
Bloopers Challenge Sambung Lirik Lagu https://t.co/9K4xhkUCQg,neutral
@nabillnordin @nrnsyyah @KuantanTV Hai orang Kuantan! Time lockdown sekarang mesti korang tengah craving chocolate https://t.co/o3N6dHUQSJ,neutral
Haha mari berpikir positif postingan first belum lewat tl Ig papo,positive
Pagi ni bangun tidur rasa mcm aaaa lama lagi ke kita semua kena hidup mcmni,negative
"I'm at Restoran Mee Abu in Alor Setar, Kedah https://t.co/RUY63KjhwV",neutral
Isu daerah ampang / gombak ni mmg drp dulu susah nak settle.. sbb kat sempadan negeri.. mcm skolah melAwati kalau kadet polis boleh masuk daerah ampang/kl atau gombak/ selangor.. haha https://t.co/GovPxRe8Ut,negative
Alhamdulillah done 1st dose #PfizerVaccine #BreastfeedingMom https://t.co/IXpDfm0TUH,positive
Nk 4some mcm ni.. sape area shah alam ada port meh dm... wechat : top_bisex https://t.co/KBLtA6yFHf,negative
Cek fakta dana haji pemerintah... Dana Haji Aman. #StopHoaxDanaHaji,negative
"Dinding batu dapat menciptakan kesan lebih alami, tapi rentan menjadi tempat pertumbuhan lumut. Berikut ini cara me https://t.co/tqPqhwbdmh",neutral
time malam bila buka tiktok je mesti tetiba muncul live iqramdinzly what a nightmareeee,negative
The best nasi lemak so far bcs the sambal nang uhmmmppppp gitu.,positive
@AdillaAzam Definitely! Hai semua. Sedikit perhatian. Rumah keluarga saya musnah pada beberapa hari lepas kerana kebakaran dan pandemik ini juga kritikal. Mohon komen atau RT untuk bantu kami bina semula dengan sokongan dan idea anda. Terima kasih dan sta,positive
Seramai 400 keluarga di daerah Johor Bahru yang terjejas pendapatan disebabkan penguatkuasaan Perintah Kawalan Pergerakan (PKP) akibat penularan wabak COVID-19 menerima bantuan keperluan makanan daripada DYMM Sultan Johor. https://t.co/HUBS8Qxhyb https://t.co/MieAzK8MOO,positive
New batu pertama kali main ma waria lagi https://t.co/goHo2rh7pL,neutral
@anishhfarhana Pandai ey hanis skrg,positive
"Sabar sabar sabar. Apabila lily menangis nak ikut daddy ke bilik lagi 1 , sebab tu je kot dia nangis. Tersiksa sgt https://t.co/BN53OIY9A6",negative
Habis tu baju aku? Xkan kembang setaman juga,negative
"Penangguhan Bayaran Sewa PPR dan Smart Sewa 1 bulan Penangguhan bayaran sewa kepada Rumah PPR &amp; penyewa Rumah Smart Sewa di Selangor. Seramai 2,632 individu yang menyewa di Rumah PPR &amp; 477 peserta Skim Smart Sewa akan menerima manfaat impak kewangan berjumlah RM900 ribu.",positive
Bagusnya luas mata memandang. Kan Pahang kan!??,negative
Jomla semua pindah muar,neutral
Jabatan Kesihatan Negeri Selangor (JKNS) akan memulakan Program Outreach Vaksinasi COVID-19 di Rumah Jagaan Warga Emas dan OKU. Sebanyak 16 pasukan bergerak akan memulakan program ini pada 8 Jun bagi memastikan golongan warga emas dan OKU tidak tertinggal utk menerima vaksin. https://t.co/pVVYJIg9uf,positive
"Bila dah semakin dewasa ni. Kita kena belajar macam mana nak survive sorg, and buat everything dgn sendiri. Sbb tak https://t.co/4WSP6wABR8",neutral
"New post: KPK Turun Ke Subang, Telusuri APBD Subang Tahun 2019 Rp 75 Miliar di Dinas https://t.co/UHEKOOrodz #subang",neutral
@bbillkinn_ Nea masih cosplay jadi batu?,neutral
"alhamdulillah, done perhabis baki e-duit pak kerajaan dekat makpak kita tanya je, ""mama dgn ayah nak jajan apa?"" https://t.co/yCZuTeA33L",positive
Sudah gabole berlarut larut,negative
EXPO LARAS JUNI YA kepoin DM laras ya be pekan baru masih avail include room ya bebe #expopekanbaru 5-10 #expolampung 11-13 #exposemarang 14-16 #ExpoJOGJA 17-19 #expojaksel 19-21 #expobali 22-24 https://t.co/n5BS807vJ2,neutral
@Tulippsssss Mana aku tahu. Aku kan ikan *blup blup*,neutral
Alhamdulillah.. Thanks Buyer COD.. #yeoppyspareparts #yeoppynoshare #jdmmaniac @ JDM Maniac https://t.co/IVz8xUdYVN,positive
"btol tu bdn kau salut emas ke smpai mintak 30k hahaha ,",negative
Program ini juga akan dipancarkan secara langsung menerusi media sosial Facebook; PEMADAM Negeri Selangor PeB https://t.co/7frVtzDSX8,positive
"Takde feel.. so, tak kesah pun",neutral
taekook onetweet; Gila. perkara pabrik batu. https://t.co/iA8BkRToAH,negative
"Rules mak aku, ""nothing doing"" ""go out and play"" ""no money boooyyyy"" ""for what?"" Alhamdulillah jadi jugak org. Ta https://t.co/tK0LP0EHxx",positive
@Amrlamnnn @_AmirAsyraf_ Pernah pergi Rumah Hutan &amp; jumpa dia memang baik sangat.Pernah baca blog dia makan telur goreng kongsi 4 orang,positive
"Orang yang tidak lulus TWK tidak pantas jadi pegawai KPK, Restorasi Indonesia https://t.co/cBBnpO3A6U",negative
"@bitxt Selama ini saya sudah melakukan hal tersebut. Dan efisien, g perlu copy""",neutral
@wawa_landz Hahahahhahaha agak dhhh mesti sedap,positive
Linda mahyudin hg makan taik ka time sarapan??,negative
@gulaaaaaaa tulah draft pon kene baca,neutral
"Sejumlah 384,000 dos vaksin COVID-19 telah selamat tiba di Sarawak hari ini. https://t.co/hEfegEti5R",positive
"Oh ya, dan ga semua hal yang tidak kita setujui harus kita tanggapi, seringkali lebih baik untuk terus lanjut scrolling saja.. https://t.co/JID7zUilDb",negative
"Kalau kat Sabah, wajib datang Kundasang untuk tengok Gunung Kinabalu dari dekat, cantik, dingin dan berkabus https://t.co/IJDz0wcAWj",positive
UJIAN SARINGAN PERCUMA COVID-19 NEGERI SELANGOR DUN PERMATANG Telah berlangsung Ujian Saringan Covid-19 Secara Per https://t.co/0XIA8G1izr,positive
@Sinemargh Wuooohh mantab! Jadi teringat deg2annya di momen Senbatsu Uza pekan lalu https://t.co/jAXXuCHZ7x,positive
"Mobile Vaccine Unit. Pejabat Kesihatan Muar, Johor. Tahniah @Hasni_Johor @JKJAVMY @KKMPutrajaya @DrAdhamBaba @officialmosti https://t.co/NWc7KmyCLW",positive
"I'm at Restoran Alef Maju in Batu 9 Cheras, Selangor https://t.co/bPlafSPd8k",neutral
"JKKK Kampung Menek Dan Kampung Lutong Ambil Inisiatif Tinjau Dan Tutup Jalan Kampung, Sekitar Pekan Sebangan Berita Penuh di https://t.co/hJAtS6aMyj https://t.co/elMGaz5B7O",positive
"Zambry ganti Ahmad Maslan sebagai Setiausaha Agung BN. Manakala Menteri Besar Perlis, Datuk Seri Azlan Man dilantik https://t.co/pk9UyXbzr5",neutral
"Malaysia reports 6,239 new cases today ! Selangor - 2,291 KL - 704 Negeri Sembilan - 507 Johor - 468 Sarawak - 4 https://t.co/bSoQ2J6EIk",negative
"Pagi2 bangun dok pikir, apakah benda yang aku boleh buat untuk dapatkan income untuk bayar atleast Bil letrik 100 C https://t.co/g5WQx0UeKp",neutral
"Banyak benefit bila korang rajin scrub muka tauu. Nak muka ploles,jom amalkan scrub muka 2x seminggu.. https://t.co/O2w58gBXKm",positive
"Individu tax tinggi dah. T20 paling rendah 24%, paling tinggi 30%. Cukai syarikat 24% tu kira tinggi dah dalam SEA. Kalau naik lg, pelabur tak minat. GST dulu elok dah. Boleh adjust ikut situasi. Tapi PH mansuh. CGT pun PH tak berani buat sebab jaga taukeh juga. Kita tak lupa.",negative
@mllkyhoonie HHAAHAHA xlah cuma lama dh x borak ngn org perak heheheh,neutral
"Yang utara tambak, yang selatan tambak. Esok-esok Tanjung ni aku rasa panjang dia dah sama dengan panjang Semenanju https://t.co/l9a3MPuw7C",negative
Done meeting dengn panasonic malaysia.. https://t.co/ilkBNF4PB6,neutral
Nope. Hell naw. But i dont mind. Kalau dah jodoh. at least ada common sense la. Yang takdak tu pening oi.,negative
"Rupanya maze park terbesar di Malaysia terletak di Perak! Lepas total lockdown ni, bila dah boleh rentas negeri bol https://t.co/DtVS4q5FDt",positive
"Ni pulak rumah RMHC dekat Hospital USM, Kelantan. https://t.co/5x64YoobkY",neutral
Dana Haji Aman #StopHoaxDanaHaji https://t.co/O77Hd7NkXd,negative
Saya menjual TOOL CUSTOM FOR G-SHOCK pada RM80.00. Dapatkannya di Shopee sekarang! https://t.co/CkWTyhyp8o #ShopeeMY https://t.co/PverIxDeUI,positive
Jadi la pusing kampung https://t.co/elHQZd3qrJ,neutral
"Abis dah law school. Overall drama ya best bha, w/p nya slow tapi sik boring pun. Ending nya pun puas ati juak la.",positive
nak baby,positive
"Oklah, aku nk p cari makanan pagi. Mandi, keluar!",neutral
"Twitter - liberal Fb - anti vax, keturunan bawang Ig ?",negative
"RM750 dapat 10 minyak, satu diffuser, join telegram support group. Dapat free items (tengok tweet seterusnya). Maka satu minyak jatuh anggaran RM50. Tahan lama, 2-3 titik sehari sahaja. #sayajual #bangi #kajang #cheras #younglivingkajang @Twt__Kajang @viralbisneskl @TwtSemenyih https://t.co/iMu0rT8w7C",positive
@BenFaridAzhar @Biskuart Jijik taw,negative
9 Jun - 98 Petugas media Putrajaya dari pelbagai agensi terima suntikan vaksin hari ini Kita bersama Siti Nurulhu https://t.co/HxX1OF8Yip,neutral
@HanysJehari @intnshn Dia rasa dia terpaling hebat tu...tu yang galak sangat bila kena kat Kelantan.,negative
Tahniah diva AA sebab wakilakn saya untuk makisbb saya tak berani nk buat,negative
Cover by aiman xkisah https://t.co/CHT64hazbO,neutral
Tak sabaq nya nak makan rotiiiiii,positive
dah dekat dengan rumah tapi....,neutral
"Papa buat baik, anak dpt hadiah. Terima kasih byk kakak cantik... https://t.co/WEpo7xnabZ",positive
Siapa mau macam begini di Sabah? Angkat tangan!!!!,positive
kenapa artis artis kat meletop ni selamba je cerita balik kampung time raya? mana boleh balik kan... pening aku balik ipoh la balik kelantan la,negative
"Vaccination as of 8/6 1st dose : 2,609,377 [+105,722](7.98%) KL : 20,525 Selangor : 17,038 Johor : 10,001 Sabah : 8,466 2nd dose : 1,180,744 [+45,587](3.61%) Johor : 8,196 Selangor : 6,242 Sarawak : 5,361 KL : 3,998 Total doses administered : 3,790,121 [+151,309] https://t.co/snB0eDNXtG",neutral
Tak sangka rumate dah besar. Siap dah bau peluh2 masammmm dah. Hahaha https://t.co/Ryl44lqZKl,neutral
gofar hilman siapa sik,negative
colour rambut pun nak sama nina ni,neutral
Semua 56 Dun termasuk Dun BN/PN akan dapat peruntukan bakul makanan bg setiap dun dlm negeri selangor berjumlah RM3.28 juta. Syabas MB @AmirudinShari https://t.co/gCWcllJ9kF,positive
"Siapa lagi besar? Ini fakta, bukan emosi, kata TMJ #AWANInews #AWANIpagi https://t.co/g3De7CDsAA",negative
"@zafriarif96 Hahaha tapi janganlah guna benda yang haram, berdosa",negative
Lawo pulak frame color chrome ni. Ada aku lerai piksi ni kang pergi gosok.,neutral
NOTIS PENUTUPAN SEMENTRA KAUNTER PERKHIDMATAN MAJLIS BANDARAYA KUANTAN https://t.co/r0kwUI3lBG,neutral
"Mandikan ayg, bgi ayg mkn, main dgn ayg..",neutral
@501Awani Marah betul dengan selangor erk..,negative
sekarang kalau area Cyberjaya dah tak jauh dah. lagi pulak Cyberjaya banyak akses nak keluar masuk Cyberjaya itself https://t.co/GEY3rD21Ni,neutral
"@amandaamryy Hai sayang, good morning i rasa ngantuk pagi tadi sedar sedar dah pukul 7:30 pagi ada sekumpulan polis https://t.co/Wz3O7oCzn4",neutral
https://t.co/jsTwBGD2lj Sudah dijelaskan dalam thread yang ringkas ini bagaimana harta itu boleh diisytihar sebaga https://t.co/pHxFs2BXWJ,positive
@LYTeffect Kat Malaysia tak boleh guna lagi kan,neutral
Breakfast (@ Restoran E&amp;Y Sahul in Johor Bahru) https://t.co/u9yhluhfvl,neutral
Tapi tak boleh tido pun. Last2 main phone.,neutral
"@shafiqfouzi Fiq, semoga diberi kesembuhan untuk kau n ayu ea",positive
@fedtriyahya Walaupon saya orang kedah tapi saya suka dengaq loghat kedah. Kedah belah2 kampung. Kadang kami sndri pon takpaham. Hahaha jenuh nak paham.,positive
// Me be like..bila kau rewatch TU ntah utk berapa kali dah sampai tetiba eh eh..kau hafal dah part WWX eh..hahaha~ https://t.co/NLOfILEUdG,positive
moga mendapat perhatian warga temerloh yang baik hati https://t.co/xw6VYLkmtD,positive
Semalam mimpi dia whatsapp aku tanya khabar. Katanya dia masih ingat nom phone aku. Alangkah indah bila mimpi jadi kenyataan.,positive
"@DrAmarMOH @tulunsokit Kuala Kangsar done, Dr?",neutral
@Larre_alit Kurang tau ya Coba sher dari google aja,neutral
"Sedari sebelum kahwin sehinggalah sekarang, aku selalu galakkan (bahkan kadang mendesak) isteri aku untuk membaca https://t.co/6Za3aUzJiU",positive
helo bomba ada org nak terajang saya @wna___,negative
@CarlyeLaj Tmpt sya teda,neutral
"Apapun berlaku, kami sbg melayu islam di msia akan pastikan @PASPusat takkan berkuasa lagi, krn mcm mcm bala sudah menimpa rakyat msia sejak pas berkuasa. @RazmanZakaria60 https://t.co/SZVaRCyPFr",negative
@_auliyaafarhan Dah tu yg orang tanya. Orang pun asal tmj je nak tanya pasal selangor tam pamham amkum,negative
@kavnadaa aku baik jahat darimana nya sik,negative
"Teringat pula kat Bukit Marak, tempat Puteri Saadong. https://t.co/q66Ii2WaCd",neutral
"YB ADUN Gaal Ustaz Mohd Rodzi Jaafar ke Samnat Song menyampaikan sumbangan tunai Skim Khairat Kifaalah Kerajaan Negeri Kelantan kepada Chan Wey Chuan. Chuan ialah wasi kepada mendiang Chan Ah Weng, 65. @PusatKhidmatDUN @UPKKelantan1 https://t.co/Tv1yJZBNBw",neutral
Start dah #rinduawakseparuhnyawa,positive
Haha kelakar bila dengar ada yang kata bila selangor bukan kelab terbesar haha yes right now bukan tapi sebelum ini https://t.co/HmUqGTbKZO,negative
@aiman_gbeast Teresak2 dah,negative
@anginsiberia jnt lgi laju..menyesal xpkai jnt hritu,positive
Selamat Menyambut Hari Arkib Antarabangsa 2021 Empowering Archives And The Profession Ikhlas daripada Warga Per https://t.co/cMzEfkejV4,positive
1130hrs : Semua lorong berfungsi dengan baik. Hati-hati memandu. (Plaza tol Putrajaya) https://t.co/UYDmRRTawA,positive
@RinaMohdHarun hrp pihak kementerian dpt update berapa ramai warga institusi ini yg telah divaksinasi. Time is of e https://t.co/Cthy8PmWna,positive
Metallic Grey Lamborghini Urus https://t.co/OwJDj9pxCy,neutral
"Masyarakat kampung dan pedalaman sekitar daerah Kota Belud, Sabah mencadangkan, agar pusat pemberian vaksin (PPV) d https://t.co/SVeA8oEZYM",positive
@nourulwakaka @brgsjks Nilai3 takpe kak memang dah dalam selangor dahtu,neutral
Yeayy hari ni!,positive
Netizen please jangan buat macam ni. https://t.co/itBJ5Z39Bz,negative
"takat tu jelah level you sis, ambik sisa orang",negative
Baru saja mengirim foto @ Dealer Super Sukses Motor Kawasaki Tenggarong https://t.co/cD0IeEg40M,neutral
"#SUKE #NOTIS AKTIVITI PEMBINAAN PORTAL: Lencongan &amp; Penutupan Sebahagian Jalan 1/144A, Taman Bukit Cheras. Tarikh : Sehingga 30 September 2021 Masa : Penutupan penuh selama 24 jam Info lanjut: https://t.co/YsKk8ePV63 https://t.co/ilmOh79Yg0",neutral
Esok johor cuti??,neutral
Mahkamah Majistret Shah Alam benarkan 6 pegawai dan kakitangan sebuah bank direman tujuh hari bermula hari ini bagi membantu siasatan dakwaan meminta dan menerima rasuah daripada pemohon pinjaman peribadi pada 2018 hingga 2020. https://t.co/4792F1MevS,positive
"Aku punya sensitif lani, qayyum si kecik makan coklat aku pun boleh buat aku muncung",neutral
Pengangkutan Percuma ke lokasi Vaksin untuk warga Tumpat.Sila hubungi Pusat Khidmat Ahli Parlimen Tumpat. #LindungDiriLindungSemua #KelantanaSejahtera #KerajaanPrihatin https://t.co/rbQEdVYu9t,positive
"@shanasssssss sorry, jodoh dia cepat sbb dia bodoh ke mcm mana?",negative
"Local: Sabah Int: NZ Int tu even belum mampu lagi, insyaAllah one day. hahah",neutral
@SyedSaddiq Hi Saya ada jual nasi arab Promo harini beli 3 pax FOC 1 pax &amp; dapat FOC 3 side dish lagi Cov https://t.co/ZAgUVtfzar,neutral
"Lepas satu jam berslowtalk dengan mok, akhirnya setuju nk ambik vaksin. dikeliling orang kampung,menantu serta anak https://t.co/dolnlNpXik",positive
"Balik pulau ni siapa yang pernah pi kira kawasan yang tak terima pembangunan kat dalam Penang, majoriti melayu (kecuali kebun durian haha). Jadi kawasan macam teluk kumbar, gertak sanggul ke atas ni, mesin ATM pun takdak. Paling dekat tak silap aku kena pi Petronas Balik Pulau",negative
"Just posted a photo @ Jalan Jenuang, Air Molek, Melaka https://t.co/SujzXg0UPA",neutral
"Antisipasi kerumuman masyarakat saat libur akhir pekan, Minggu (05/06/2021) malam, Polres Tegal Kota bersama Kodim, https://t.co/ALYgdlIa9p",neutral
tak rilek lar dia ni.. bf kau tu nak kawen..dgn pmpn.. apa masalahnya ? kau ingat cinta kau sampai Jannah ke yg nak https://t.co/yYnPFmRklf,negative
JOM Pelajar UiTM Shah Alam segera lakukan pendaftaran anda Pastikan Bagi yang bermi https://t.co/7DzvNxuRtN,neutral
[MESYUARAT AGUNG TAHUNAN PERSATUAN KEBAJIKAN ANAK NEGERI KELANTAN D'NAIM 2020/2021] #9Jun2021 #MediaDNAIM040 Assa https://t.co/rDgoJ46C4h,neutral
"Pagi ni dapat ilham (Alhamdulillah, berkat doa Subuh tadi) selepas dah bertegang urat hampir 3 hari ...aku nak bua https://t.co/e7GjzcUXCV",positive
"Dah 33 tahun ni,aku mula mudah semak dengan sikap orang suka mengungkit dan cakap-cakap belakang ni. Nak kawan ke t https://t.co/WjkWG96hEQ",negative
@zul_pls @syfqa__ Tkmo. Aku nok mu plk belanja aku,neutral
Baru saja mengirim foto https://t.co/TUm8XULuYG,neutral
@Amsyarnaif Eh jale gombak ko?,neutral
Abam sado dari Kedah. Badan sedap dah. Best kalau hisap kote tu. https://t.co/X1BJxpOcf4,negative
Program Jaminan Bekalan Makanan Kerajaan Negeri melalui Perbadanan Kemajuan Pertanian Selangor (PKPS) sedang menggiatkan usaha untuk menyediakan peluang &amp; ruang pemasaran serta pengeluaran kepada agropreneur baharu yang berminat menceburi sektor pertanian.,positive
Sabah terapisi https://t.co/oEaqiS3NMi,negative
@sitifatimhashim Thank you Fatimmmm!! Cita-cita itu boleh terwujud kalau kita pergi Lumut HAHAHAAHAHAH Aminnn semog https://t.co/kvvqW9BY1N,positive
"@Nanieenordin betul,tp cara kita respon pon takut takut.. entahla.. sibuk politik sgt.. dah kelam kabut handle covi https://t.co/uMFoeJokwu",negative
@SyafaatNasir Sambal nyet,neutral
"[+9999] aku telah salah menilai mereka,ternyata mereka hebat [+1234] heol mereka mengalahkan sunbae? daebak [+0509] aku ingin melihat reaksi antis yang sudah berusaha menjatuhkan mereka tadi [+1303] pasti sekarang antis bersembunyi di bawah batu",positive
@treasuremenfess jeli sekali,neutral
"IOW PKP 3.0 2021, VAKSIN, PEMBUDAYAAN NORMA BAHARU &amp; PROKLAMASI DARURAT PEJABAT PENERANGAN DAERAH DUNGUN Parlimen : P.39 Dungun DUN : N.26 Rantau Abang Tarikh : 09 Jun 2021 (Rabu) Masa : 9.00 pg 12.00 tengahari #MalaysiaPrihatin #japentrg #kitaAkanmenang #Covid19 https://t.co/Me1LjHRoSq",neutral
@farhannjmi Diorang ni tak reti baca ke apa ? Terang2 pakai vest Press tu,negative
apa niii?,neutral
"Darurat ni berkesan inter alia in those matters: 1. Elak buat PRK, PRN dan PRU 2. Boleh arah hospital swasta bantu KKM Dengan darurat, ianya menggantung perlembagaan. Kalau takde darurat, kena buat PRN sarawak dan prk2 lain sbb kalau tak buat, ianya langgar perlembagaan.",neutral
Berapa banyak surau dan masjid kita sekarang mengandungi perpustakaan? Dan berapa banyak surau dan masjid kita sek https://t.co/teP3nXRPuG,negative
